Rua,Presença,Luminosidade,Ruído,Denúncias_Recentes,Classificação
Rua 5577,4,2.1134252454966473,19.76182691120438,2,Segura
Rua 5578,8,36.58146324994189,37.91103661268085,7,Perigosa
Rua 5579,8,92.0255927909143,30.059646204712326,4,Segura
Rua 5580,7,6.103386162247326,0.0,0,Muito Perigosa
Rua 5581,4,41.46172067567526,3.7846089258465057,8,Perigosa
Rua 5582,3,73.04656053083538,0.0,6,Perigosa
Rua 5583,5,45.79918066583931,18.969016903165,3,Segura
Rua 5584,2,8.670856976693397,0.0,1,Segura
Rua 5585,9,94.54949709185021,35.00024996641054,8,Perigosa
Rua 5586,3,91.09868215905439,0.0,4,Segura
Rua 5587,7,42.49462481138815,35.93698581283157,10,Muito Perigosa
Rua 5588,2,52.88634623899108,0.0,8,Perigosa
Rua 5589,6,97.69214968567917,50.63208426395726,0,Segura
Rua 5590,6,4.318219899060605,55.20225158719832,0,Segura
Rua 5591,6,54.09642149011836,25.318739422270298,6,Perigosa
Rua 5592,6,41.02390829051055,45.11202313428666,8,Perigosa
Rua 5593,5,73.44247180486607,53.49908466103388,8,Perigosa
Rua 5594,2,81.39976008642876,0.0,3,Segura
Rua 5595,8,46.71781546172371,26.180545015908343,2,Segura
Rua 5596,6,17.993240223291775,4.89493359740834,0,Segura
Rua 5597,6,37.941955022669816,55.588361617086505,4,Segura
Rua 5598,1,89.3186678094421,0.0,1,Muito Perigosa
Rua 5599,5,19.585214297021302,8.50839178331428,6,Perigosa
Rua 5600,3,71.47844610024113,0.0,4,Segura
Rua 5601,2,22.65869577346953,0.0,4,Segura
Rua 5602,5,5.037509459134338,0.0,4,Muito Perigosa
Rua 5603,5,16.202857010030446,52.886587386590804,9,Muito Perigosa
Rua 5604,7,26.311398793075757,45.56306569893748,10,Muito Perigosa
Rua 5605,3,79.22295471663112,0.0,4,Segura
Rua 5606,3,57.017786368210324,0.0,7,Perigosa
Rua 5607,2,50.68664933287403,0.0,2,Segura
Rua 5608,2,84.45694585727672,0.0,1,Segura
Rua 5609,10,80.80832969518934,27.75875360979971,9,Muito Perigosa
Rua 5610,5,80.44118754787813,29.788822011976578,1,Segura
Rua 5611,4,36.08209433586441,0.0,2,Segura
Rua 5612,4,85.64922796490715,23.032171594302156,1,Segura
Rua 5613,5,1.4480997865470413,39.00137106596604,10,Muito Perigosa
Rua 5614,5,6.499999630961783,0.0,3,Segura
Rua 5615,1,22.67068260962305,0.0,7,Muito Perigosa
Rua 5616,7,91.29193618023514,0.0,3,Muito Perigosa
Rua 5617,0,50.19470744241151,0.0,3,Muito Perigosa
Rua 5618,3,58.82347451173216,0.0,4,Segura
Rua 5619,5,13.19231458232527,6.369662401521957,8,Perigosa
Rua 5620,1,0.6725830796308618,0.0,3,Muito Perigosa
Rua 5621,5,51.68336395039444,3.67308166251561,2,Segura
Rua 5622,6,90.24548880359288,30.321112118799824,9,Muito Perigosa
Rua 5623,5,33.03099710631704,8.289177528988425,0,Segura
Rua 5624,5,92.24693359328667,32.82556723964864,8,Perigosa
Rua 5625,5,39.100413757422416,32.84399519034894,4,Segura
Rua 5626,6,40.666252482389766,21.735938821957568,2,Segura
Rua 5627,4,17.929115643219628,4.21720332504853,5,Segura
Rua 5628,11,8.91648770769774,26.448049999435536,8,Muito Perigosa
Rua 5629,6,57.51356204539842,20.436098615371847,9,Muito Perigosa
Rua 5630,4,86.91547748193335,14.624404048845655,4,Segura
Rua 5631,3,28.485505959732627,0.0,9,Muito Perigosa
Rua 5632,8,11.737400423130296,24.318390564424178,4,Segura
Rua 5633,3,50.06069281686669,0.0,0,Segura
Rua 5634,5,65.39113282207641,43.10386380162652,1,Segura
Rua 5635,3,24.03282705403873,0.0,5,Segura
Rua 5636,0,29.937158162521293,0.0,6,Muito Perigosa
Rua 5637,2,27.629761876692317,0.0,1,Segura
Rua 5638,6,98.90978704904933,22.53976388756602,6,Perigosa
Rua 5639,6,8.402799710280096,15.73114260610369,0,Segura
Rua 5640,5,93.94316051883301,11.118703527339758,0,Segura
Rua 5641,3,58.2530412478958,0.0,9,Muito Perigosa
Rua 5642,4,77.05639937340615,14.743687632190795,3,Segura
Rua 5643,4,56.384910729682126,20.77723367951631,2,Segura
Rua 5644,4,99.84480912166762,29.604529098863864,5,Segura
Rua 5645,5,37.31366151777097,0.0,2,Segura
Rua 5646,5,12.848456001663722,50.06241252430381,1,Segura
Rua 5647,0,89.27564713704938,0.0,7,Muito Perigosa
Rua 5648,6,34.40147116232725,23.85719025892009,9,Muito Perigosa
Rua 5649,5,45.45264703425767,73.71004978349833,2,Segura
Rua 5650,2,83.14286139407258,0.0,0,Segura
Rua 5651,4,98.77074020319095,5.14850449096668,7,Perigosa
Rua 5652,4,11.149217620248852,7.631750730151133,10,Muito Perigosa
Rua 5653,3,78.99426466756186,0.0,1,Segura
Rua 5654,7,62.39725075069925,42.47339289183519,0,Segura
Rua 5655,3,98.66829937009845,0.0,1,Segura
Rua 5656,2,97.08353980026996,0.0,9,Muito Perigosa
Rua 5657,2,48.73047250243727,0.0,9,Muito Perigosa
Rua 5658,6,35.455733080754314,28.113145554920948,10,Muito Perigosa
Rua 5659,4,30.480905558005865,28.373476313584185,3,Segura
Rua 5660,7,98.46664442722823,23.13091698686174,0,Segura
Rua 5661,4,66.79210069998045,54.78745388817866,3,Segura
Rua 5662,1,86.89011157245396,0.0,5,Muito Perigosa
Rua 5663,2,41.919455219140985,0.0,0,Segura
Rua 5664,2,7.492526069807914,0.0,0,Segura
Rua 5665,5,40.02751647675643,34.44942952194169,5,Segura
Rua 5666,5,77.12507177264494,50.106321493739344,10,Muito Perigosa
Rua 5667,4,76.26663318148005,28.047299571140154,8,Perigosa
Rua 5668,5,54.21392899157848,39.102324472111654,7,Perigosa
Rua 5669,6,88.91812826372639,32.34216510369627,5,Segura
Rua 5670,7,19.565289745461957,0.0,6,Muito Perigosa
Rua 5671,6,34.21494302931741,44.59170254895522,7,Perigosa
Rua 5672,9,41.75611494583894,5.892469640370667,6,Perigosa
Rua 5673,3,83.85267707489456,0.0,6,Perigosa
Rua 5674,5,43.99434873590992,25.1961821194692,4,Segura
Rua 5675,5,9.311298126873202,63.46078188752594,3,Segura
Rua 5676,5,57.436984459577076,23.023349325074484,5,Segura
Rua 5677,5,60.713622588634806,32.25334906408767,1,Segura
Rua 5678,6,70.26026132918993,31.86802339330527,10,Muito Perigosa
Rua 5679,3,25.578605913533803,0.0,9,Muito Perigosa
Rua 5680,4,97.15276152675592,26.213492290401575,1,Segura
Rua 5681,4,16.424985341449773,0.0,9,Muito Perigosa
Rua 5682,3,91.52625163081434,0.0,9,Muito Perigosa
Rua 5683,3,76.60895089851098,0.0,9,Muito Perigosa
Rua 5684,8,67.74556539379148,65.55973874103049,4,Segura
Rua 5685,5,30.511024697888512,44.08043915698453,10,Muito Perigosa
Rua 5686,8,29.179023751385593,35.111535753728056,8,Perigosa
Rua 5687,4,34.43903442284738,63.50244026589344,2,Segura
Rua 5688,5,34.095911744395465,0.0,5,Segura
Rua 5689,7,84.47174895079867,23.25837744030018,8,Perigosa
Rua 5690,8,40.60320914740751,0.0,3,Muito Perigosa
Rua 5691,2,42.79380068626186,0.0,6,Perigosa
Rua 5692,5,60.441755783754935,50.930022484503695,4,Segura
Rua 5693,7,60.24503345882256,19.936973130382782,2,Segura
Rua 5694,8,74.91624787854178,0.0,2,Muito Perigosa
Rua 5695,7,51.593933531483195,59.12353968851491,4,Segura
Rua 5696,2,46.50264895487606,0.0,3,Segura
Rua 5697,8,78.68824280534213,62.21855289854394,9,Muito Perigosa
Rua 5698,7,51.59401269667906,13.568803597823013,6,Perigosa
Rua 5699,3,99.58878010094743,0.0,6,Perigosa
Rua 5700,2,75.02639728432625,0.0,10,Muito Perigosa
Rua 5701,2,16.611141558020105,0.0,2,Segura
Rua 5702,6,51.789431284445875,43.92213243130559,7,Perigosa
Rua 5703,5,80.6274480653965,40.18268477755894,1,Segura
Rua 5704,4,88.12273782073834,27.359478754319404,2,Segura
Rua 5705,5,63.945426083129476,24.216335439356715,7,Perigosa
Rua 5706,5,34.630517687797635,59.35838206043546,5,Segura
Rua 5707,7,85.06557569025871,14.06437898231374,8,Perigosa
Rua 5708,7,13.527649591759005,7.066792483512174,9,Muito Perigosa
Rua 5709,3,30.799578050960363,0.0,10,Muito Perigosa
Rua 5710,6,84.63520857841371,0.0,1,Muito Perigosa
Rua 5711,6,12.002410922683747,7.233463925510748,6,Perigosa
Rua 5712,4,38.73231790122793,22.128689096137037,2,Segura
Rua 5713,5,64.34969735210383,64.95409834482712,9,Muito Perigosa
Rua 5714,5,22.698524555284806,49.9795170511905,9,Muito Perigosa
Rua 5715,3,38.870025853658376,0.0,0,Segura
Rua 5716,7,50.52263690394172,33.68886168024293,5,Segura
Rua 5717,6,31.142583956703607,11.628603761387424,2,Segura
Rua 5718,5,0.9139851564755386,30.59578847666508,0,Segura
Rua 5719,5,70.12587659737612,22.27269235193728,9,Muito Perigosa
Rua 5720,3,82.88625610275616,0.0,2,Segura
Rua 5721,2,11.980711227528618,0.0,2,Segura
Rua 5722,7,92.32116826792489,27.52083192538919,5,Segura
Rua 5723,7,56.91007169604687,31.716609793390013,6,Perigosa
Rua 5724,5,15.454414754897572,22.049901534588862,4,Segura
Rua 5725,5,23.76627577827627,26.407678028177024,0,Segura
Rua 5726,5,45.1016680096694,15.828744119412612,10,Muito Perigosa
Rua 5727,7,52.71894262149183,49.381104574184846,3,Segura
Rua 5728,3,28.029967802250777,0.0,10,Muito Perigosa
Rua 5729,1,23.27161903101941,0.0,0,Muito Perigosa
Rua 5730,5,40.462176337486476,0.0,3,Segura
Rua 5731,2,6.077026466984748,0.0,6,Muito Perigosa
Rua 5732,5,29.59852923519264,0.0,10,Muito Perigosa
Rua 5733,3,59.75519551259549,0.0,7,Perigosa
Rua 5734,4,33.67103802618496,39.93789630343713,7,Perigosa
Rua 5735,3,99.19703128805614,0.0,1,Segura
Rua 5736,0,47.58714392664086,0.0,1,Muito Perigosa
Rua 5737,2,60.986526440258146,0.0,9,Muito Perigosa
Rua 5738,5,64.80326816400452,16.638027982122082,4,Segura
Rua 5739,4,31.866626475626326,37.35378421059125,4,Segura
Rua 5740,5,58.27149092396308,0.0,6,Perigosa
Rua 5741,6,48.752565151273664,33.506104137150096,5,Segura
Rua 5742,8,25.506952526665295,0.0,8,Muito Perigosa
Rua 5743,7,18.94538314331483,39.12679278584985,9,Muito Perigosa
Rua 5744,3,20.615940030544866,0.0,9,Muito Perigosa
Rua 5745,4,32.53866855485201,27.545763480792278,10,Muito Perigosa
Rua 5746,1,17.27642529308653,0.0,6,Muito Perigosa
Rua 5747,7,4.09234801850501,48.22148845571327,9,Muito Perigosa
Rua 5748,3,64.19052873906833,0.0,4,Segura
Rua 5749,6,76.83358322897017,40.346362086993004,1,Segura
Rua 5750,3,48.116999366790395,0.0,0,Segura
Rua 5751,0,22.509113924873027,0.0,3,Muito Perigosa
Rua 5752,7,3.9627176831289246,28.739066728488524,9,Muito Perigosa
Rua 5753,5,94.35543971072647,34.347492209588545,9,Muito Perigosa
Rua 5754,3,89.40453849704065,0.0,10,Muito Perigosa
Rua 5755,6,87.0847232647696,13.96156696398096,8,Perigosa
Rua 5756,4,66.13021856676295,0.0,3,Segura
Rua 5757,5,14.921083856563467,0.0,6,Perigosa
Rua 5758,6,28.350245534554308,43.083203028227445,5,Segura
Rua 5759,7,98.21163661791586,0.0,9,Muito Perigosa
Rua 5760,4,40.65804810696392,54.80677331919961,3,Segura
Rua 5761,4,67.71312613944013,49.99432836165553,9,Muito Perigosa
Rua 5762,4,38.88589087657432,22.090569955217944,1,Segura
Rua 5763,4,71.04770236255953,60.99958285524124,0,Segura
Rua 5764,7,86.2426387627085,52.13731349825777,9,Muito Perigosa
Rua 5765,4,19.360639332546203,37.21193229979281,0,Segura
Rua 5766,1,80.88979234054538,0.0,6,Muito Perigosa
Rua 5767,4,85.75308550348257,24.403064362450465,0,Segura
Rua 5768,6,48.131957263627825,48.02531577081917,3,Segura
Rua 5769,6,97.89113936390575,47.07941082964678,4,Segura
Rua 5770,5,28.753879822826267,0.0,10,Muito Perigosa
Rua 5771,4,97.4710352860517,0.0,8,Perigosa
Rua 5772,1,53.64493878315082,0.0,7,Muito Perigosa
Rua 5773,4,2.653650084755388,17.80478394768545,5,Muito Perigosa
Rua 5774,5,24.447865273390292,24.439965048106302,1,Segura
Rua 5775,5,51.173178251231214,32.75196378914355,7,Perigosa
Rua 5776,5,85.16384348748069,45.9656986577661,6,Perigosa
Rua 5777,2,95.36080421363228,0.0,3,Segura
Rua 5778,7,94.68117375562076,32.38894709805041,8,Perigosa
Rua 5779,2,26.422748764459726,0.0,4,Segura
Rua 5780,2,88.21409632739872,0.0,8,Perigosa
Rua 5781,9,3.810648046249776,26.093712699023143,7,Muito Perigosa
Rua 5782,3,21.71754003772951,0.0,8,Perigosa
Rua 5783,5,61.351102729902884,0.0,6,Perigosa
Rua 5784,5,30.63620848094053,35.65584363290095,4,Segura
Rua 5785,5,81.25748582999198,19.67815328750546,2,Segura
Rua 5786,5,97.55298005907525,49.72841829989798,4,Segura
Rua 5787,2,14.578618687669087,0.0,10,Muito Perigosa
Rua 5788,6,52.354910239917764,31.742256608391877,1,Segura
Rua 5789,6,60.17900257884216,57.69104063643091,5,Segura
Rua 5790,5,54.53082306346143,52.35020797698699,2,Segura
Rua 5791,2,37.77380478508603,0.0,9,Muito Perigosa
Rua 5792,6,29.3817032540464,30.03647231415544,3,Segura
Rua 5793,5,18.635909031546362,0.0,0,Segura
Rua 5794,5,2.696113410127754,5.339678974038058,7,Muito Perigosa
Rua 5795,7,94.57144682803508,32.721219086735616,4,Segura
Rua 5796,4,4.605607845885562,43.49252618921004,1,Segura
Rua 5797,5,92.39410130578028,0.0,0,Segura
Rua 5798,7,64.71785029812287,21.576869502741634,8,Perigosa
Rua 5799,2,15.68136312559172,0.0,5,Segura
Rua 5800,4,6.66232210440355,20.089458842254217,3,Segura
Rua 5801,2,46.330951124052596,0.0,10,Muito Perigosa
Rua 5802,5,48.631504320707364,56.92060879113241,10,Muito Perigosa
Rua 5803,9,3.574711263353114,21.83809660028597,10,Muito Perigosa
Rua 5804,2,59.52128434688212,0.0,4,Segura
Rua 5805,4,10.621875363754562,12.964353418381151,10,Muito Perigosa
Rua 5806,4,77.25048717372408,53.321834481497824,8,Perigosa
Rua 5807,7,94.59458170150508,53.39864940378874,0,Segura
Rua 5808,4,47.32798167051078,22.846799276477036,2,Segura
Rua 5809,2,37.05786761986053,0.0,5,Segura
Rua 5810,5,63.47355090277175,28.228054274796612,6,Perigosa
Rua 5811,4,49.114800106677905,32.49514458706968,6,Perigosa
Rua 5812,2,43.24064929668825,0.0,5,Segura
Rua 5813,4,87.96749452791721,20.91346667415727,6,Perigosa
Rua 5814,4,74.63462269674994,69.77910979943951,5,Segura
Rua 5815,6,49.04530633752022,31.941069591826064,3,Segura
Rua 5816,3,90.94404197347677,0.0,9,Muito Perigosa
Rua 5817,2,57.8840240356239,0.0,2,Segura
Rua 5818,5,52.12732206688989,39.683629905825384,6,Perigosa
Rua 5819,6,5.428284847408548,70.76559636178462,4,Muito Perigosa
Rua 5820,2,86.36883163779056,0.0,8,Perigosa
Rua 5821,8,11.291171715062209,24.207479614566356,0,Segura
Rua 5822,4,38.87999731699926,4.894735303217466,0,Segura
Rua 5823,2,44.98018105382672,0.0,1,Segura
Rua 5824,4,27.478295910042437,50.7202043835372,10,Muito Perigosa
Rua 5825,8,16.183909470013024,35.87329787788397,8,Perigosa
Rua 5826,4,92.93132300338304,12.286619124002602,1,Segura
Rua 5827,5,99.50349207057053,36.992437856799754,8,Perigosa
Rua 5828,2,65.93105956222036,0.0,9,Muito Perigosa
Rua 5829,6,80.60841019418746,34.441086708722835,2,Segura
Rua 5830,6,11.997645684768276,0.0,9,Muito Perigosa
Rua 5831,4,18.784131208373665,0.0,5,Segura
Rua 5832,2,83.16111741532843,0.0,4,Segura
Rua 5833,3,11.100338012591916,0.0,5,Segura
Rua 5834,3,29.57542107277018,0.0,6,Perigosa
Rua 5835,3,47.307295986005784,0.0,4,Segura
Rua 5836,4,1.0672136270506005,0.0,1,Segura
Rua 5837,6,31.592510452447875,31.311049662876336,2,Segura
Rua 5838,2,0.42038549776733936,0.0,4,Muito Perigosa
Rua 5839,5,22.65288349640565,8.695844984269428,5,Segura
Rua 5840,3,26.22172142477208,0.0,5,Segura
Rua 5841,0,68.42138935975814,0.0,3,Muito Perigosa
Rua 5842,6,60.35196523079024,24.421423311345585,6,Perigosa
Rua 5843,3,23.278306736100586,0.0,0,Segura
Rua 5844,4,71.53545143023243,16.8650532757256,10,Muito Perigosa
Rua 5845,7,82.21677823769053,38.27084992080438,8,Perigosa
Rua 5846,4,3.8375842938976334,25.645597692442266,4,Muito Perigosa
Rua 5847,0,36.36314348876758,0.0,2,Muito Perigosa
Rua 5848,6,19.475908971403697,32.694516988934645,7,Perigosa
Rua 5849,2,49.250398860521635,0.0,10,Muito Perigosa
Rua 5850,6,84.44978387678479,23.16549049584416,3,Segura
Rua 5851,6,63.27585572243476,39.422381751490434,10,Muito Perigosa
Rua 5852,4,89.48684404280642,27.65537769702335,1,Segura
Rua 5853,6,14.517829606086618,0.03245823809720605,1,Segura
Rua 5854,6,3.425475222351304,17.155816052837515,10,Muito Perigosa
Rua 5855,5,4.778076949141141,0.0,5,Muito Perigosa
Rua 5856,2,55.36641626430892,0.0,6,Perigosa
Rua 5857,6,66.92016914235485,0.0,10,Muito Perigosa
Rua 5858,3,69.74038488303208,0.0,2,Segura
Rua 5859,3,6.289946613430065,0.0,9,Muito Perigosa
Rua 5860,5,61.810608664927905,31.65619536860666,5,Segura
Rua 5861,4,68.4071897663688,41.313495212085684,5,Segura
Rua 5862,6,51.43900885823746,19.522252705603435,8,Perigosa
Rua 5863,5,47.2519012740345,7.277451934187354,6,Perigosa
Rua 5864,6,87.28008278847108,5.016435963242326,9,Muito Perigosa
Rua 5865,2,74.15178868731651,0.0,7,Perigosa
Rua 5866,6,15.088084443883776,0.0,4,Muito Perigosa
Rua 5867,6,33.11130167223041,9.555781173377554,10,Muito Perigosa
Rua 5868,5,20.04798094788708,0.0,2,Segura
Rua 5869,4,21.5626266113646,18.690217767097025,6,Perigosa
Rua 5870,3,97.79255469686953,0.0,4,Segura
Rua 5871,4,46.40802519628683,20.525512317321173,4,Segura
Rua 5872,5,73.07849397606113,87.30275751189603,6,Perigosa
Rua 5873,4,37.5925747045724,29.455833262580388,5,Segura
Rua 5874,6,43.06146605951094,39.60689858493264,8,Perigosa
Rua 5875,3,72.5101399029286,0.0,5,Segura
Rua 5876,6,52.41995573468217,50.7063257520592,0,Segura
Rua 5877,10,24.528564281408084,26.18088153625064,0,Segura
Rua 5878,3,5.943804707792999,0.0,9,Muito Perigosa
Rua 5879,8,85.49978200152758,51.837279964822315,1,Segura
Rua 5880,1,17.227968042915208,0.0,6,Muito Perigosa
Rua 5881,5,40.9910000711462,47.527931688191714,8,Perigosa
Rua 5882,4,55.324888831292895,7.868791183727346,2,Segura
Rua 5883,4,29.629823039484094,34.393848315935905,10,Muito Perigosa
Rua 5884,4,32.11295705316866,78.18254468948956,5,Segura
Rua 5885,7,0.781328706118678,47.89205922512029,9,Muito Perigosa
Rua 5886,4,13.549677228579126,32.48820202176539,1,Segura
Rua 5887,2,64.06107454229992,0.0,2,Segura
Rua 5888,2,59.78915216195772,0.0,10,Muito Perigosa
Rua 5889,4,80.4097821725656,26.515589571878483,7,Perigosa
Rua 5890,6,83.51237798423706,44.35941916597677,9,Muito Perigosa
Rua 5891,6,15.368992240886659,18.648669010278084,1,Segura
Rua 5892,1,71.36252525444898,0.0,9,Muito Perigosa
Rua 5893,3,79.8776481136296,0.0,7,Perigosa
Rua 5894,2,33.68848808011056,0.0,3,Segura
Rua 5895,1,37.305380822449955,0.0,4,Muito Perigosa
Rua 5896,4,31.58639833867238,47.64238689488607,6,Perigosa
Rua 5897,1,24.98785244278635,0.0,7,Muito Perigosa
Rua 5898,5,97.54589065395926,0.0,10,Muito Perigosa
Rua 5899,5,98.95449069966308,6.566157997887036,6,Perigosa
Rua 5900,3,42.641886799372465,0.0,7,Perigosa
Rua 5901,5,33.13657714545646,27.212022689770382,7,Perigosa
Rua 5902,3,6.44451303487047,0.0,9,Muito Perigosa
Rua 5903,7,22.487977583074514,44.6079083358153,4,Segura
Rua 5904,5,81.6916733267888,38.55513781087667,7,Perigosa
Rua 5905,5,66.90755059827254,0.0,7,Perigosa
Rua 5906,0,35.99963739567941,0.0,7,Muito Perigosa
Rua 5907,2,95.353136071841,0.0,8,Perigosa
Rua 5908,4,23.617024166760324,78.61777167472977,6,Perigosa
Rua 5909,6,56.34112636426608,16.492118525955355,4,Segura
Rua 5910,3,6.940507802029893,0.0,0,Segura
Rua 5911,8,90.98921767201892,18.720209163571266,10,Muito Perigosa
Rua 5912,5,59.61030125614906,41.79315052329606,7,Perigosa
Rua 5913,7,34.79084617452257,25.13418322000426,10,Muito Perigosa
Rua 5914,5,47.962450748674726,29.878827162747967,4,Segura
Rua 5915,5,54.16294942084352,13.336090932113656,7,Perigosa
Rua 5916,5,9.45589443619632,31.991191505622623,10,Muito Perigosa
Rua 5917,3,14.176519935380894,0.0,7,Perigosa
Rua 5918,3,83.02725700264754,0.0,3,Segura
Rua 5919,5,15.126583445577369,42.7303243953515,2,Segura
Rua 5920,0,31.031888830157072,0.0,10,Muito Perigosa
Rua 5921,6,35.23280130160521,0.0,2,Muito Perigosa
Rua 5922,2,71.65880367194148,0.0,0,Segura
Rua 5923,0,97.63804020530051,0.0,6,Muito Perigosa
Rua 5924,6,81.84836768186784,52.676673304148736,1,Segura
Rua 5925,5,54.784837369161565,42.45592775572596,5,Segura
Rua 5926,7,48.906951676637135,6.541650360875096,0,Segura
Rua 5927,5,5.854205310073413,65.54821404580959,10,Muito Perigosa
Rua 5928,6,2.7588780128641077,42.398884357619366,0,Segura
Rua 5929,5,98.09719885249802,51.93168720217474,4,Segura
Rua 5930,3,69.18215912388857,0.0,5,Segura
Rua 5931,5,77.85725430327923,21.36521256798317,6,Perigosa
Rua 5932,4,32.42296452741932,41.62367394720408,3,Segura
Rua 5933,5,95.06917929273433,44.63418748581948,9,Muito Perigosa
Rua 5934,8,6.028669772313211,42.20703470824314,6,Muito Perigosa
Rua 5935,7,22.79845307210836,11.776744328653407,5,Segura
Rua 5936,5,64.60194949811418,40.04058376816252,4,Segura
Rua 5937,1,40.06205027127051,0.0,2,Muito Perigosa
Rua 5938,1,15.66398981356122,0.0,8,Muito Perigosa
Rua 5939,3,44.41874512826385,0.0,6,Perigosa
Rua 5940,6,62.831500971007706,44.82451925734246,2,Segura
Rua 5941,6,30.570864087958725,43.44119208993122,5,Segura
Rua 5942,7,83.29357181290055,0.0,4,Muito Perigosa
Rua 5943,3,99.92813981255154,0.0,4,Segura
Rua 5944,4,11.132841371929558,60.23648864299625,2,Segura
Rua 5945,5,84.0285279387844,17.04270674315501,3,Segura
Rua 5946,6,59.53888149916538,35.06748023936037,5,Segura
Rua 5947,4,53.226931749520936,17.4424486098943,0,Segura
Rua 5948,3,82.3373582425756,0.0,4,Segura
Rua 5949,2,11.15970907673509,0.0,2,Segura
Rua 5950,5,74.057034973647,40.174422648591076,5,Segura
Rua 5951,6,81.56394806531536,15.48867913103982,5,Segura
Rua 5952,4,61.86034862046977,33.14561243827939,3,Segura
Rua 5953,6,7.953574249219841,42.27139205855022,0,Segura
Rua 5954,6,88.64398885410297,30.37169975644354,0,Segura
Rua 5955,6,28.483558950967392,38.28566573146024,7,Perigosa
Rua 5956,8,40.2716751797936,51.33842545470661,5,Segura
Rua 5957,1,48.45920525539525,0.0,9,Muito Perigosa
Rua 5958,2,81.41337012382091,0.0,9,Muito Perigosa
Rua 5959,4,45.373720223622506,0.0,9,Muito Perigosa
Rua 5960,5,46.68661530830423,41.89883659738994,5,Segura
Rua 5961,4,55.44776364486761,22.040921586456218,7,Perigosa
Rua 5962,8,93.7661343351866,55.109836716738556,2,Segura
Rua 5963,3,83.7184725375518,0.0,1,Segura
Rua 5964,6,35.430435364587886,0.0,7,Muito Perigosa
Rua 5965,6,79.46382014209073,47.10154240868914,3,Segura
Rua 5966,9,44.842371632379766,42.515600283416155,6,Perigosa
Rua 5967,2,70.19552984391946,0.0,6,Perigosa
Rua 5968,5,6.662110525588217,27.15075260530398,3,Segura
Rua 5969,6,13.834471826152772,57.0434728161763,5,Segura
Rua 5970,4,8.014547294088882,30.016773825545283,5,Muito Perigosa
Rua 5971,1,28.938407328145065,0.0,5,Muito Perigosa
Rua 5972,2,81.31907734954649,0.0,9,Muito Perigosa
Rua 5973,6,95.01576470677271,64.61719079888343,2,Segura
Rua 5974,3,2.129039427978341,0.0,3,Segura
Rua 5975,5,38.10860672211332,66.56204562040203,7,Perigosa
Rua 5976,4,73.45752882861937,0.0,10,Muito Perigosa
Rua 5977,8,5.519248338718297,62.122349660535065,5,Muito Perigosa
Rua 5978,4,95.54658649827837,0.0,2,Segura
Rua 5979,3,2.6859096649154646,0.0,6,Muito Perigosa
Rua 5980,7,67.44418751562529,70.2186355974641,5,Segura
Rua 5981,3,69.99921989448494,0.0,6,Perigosa
Rua 5982,9,19.901080818341466,0.0,9,Muito Perigosa
Rua 5983,6,78.26727244212304,47.116028691462745,10,Muito Perigosa
Rua 5984,6,71.62027128256922,27.489030273905485,10,Muito Perigosa
Rua 5985,4,57.343047620692154,46.24735542276896,4,Segura
Rua 5986,7,93.94366340863313,0.0,0,Muito Perigosa
Rua 5987,1,99.92296983440353,0.0,0,Muito Perigosa
Rua 5988,8,45.24786785722702,0.0,5,Muito Perigosa
Rua 5989,7,24.189698507111647,1.0452669073045975,6,Perigosa
Rua 5990,2,38.48012063612315,0.0,9,Muito Perigosa
Rua 5991,4,38.31500356089656,18.67882409188657,7,Perigosa
Rua 5992,5,81.49476998808993,16.212767664218546,5,Segura
Rua 5993,5,46.91964838805384,33.10884412428176,7,Perigosa
Rua 5994,6,84.35537168434247,33.2586780244919,1,Segura
Rua 5995,5,84.27399524431688,47.26842454131725,5,Segura
Rua 5996,6,29.687020400971008,35.18669866538123,3,Segura
Rua 5997,8,99.44443877406614,13.299242391969429,1,Segura
Rua 5998,5,23.513609399311708,44.697207819136075,4,Segura
Rua 5999,5,46.116044801401166,24.13177184236257,8,Perigosa
Rua 6000,1,22.204893737069376,0.0,0,Muito Perigosa
Rua 6001,3,53.497903984059604,0.0,4,Segura
Rua 6002,3,44.746560039986974,0.0,7,Perigosa
Rua 6003,4,7.193565826311477,35.80157714299513,5,Muito Perigosa
Rua 6004,2,68.91266869334018,0.0,9,Muito Perigosa
Rua 6005,7,78.50950473895796,44.36850795625435,2,Segura
Rua 6006,6,31.35424243958862,23.20682219791883,10,Muito Perigosa
Rua 6007,5,97.32963153753548,16.889071499743615,1,Segura
Rua 6008,4,66.66316066849419,39.74885892529954,5,Segura
Rua 6009,5,77.64923127977174,33.65210009131825,1,Segura
Rua 6010,5,15.168869885573265,34.85477681712081,3,Segura
Rua 6011,4,61.60703521449613,28.10354806582848,3,Segura
Rua 6012,4,29.341636569944484,59.94289747363802,0,Segura
Rua 6013,7,91.15666434789568,0.23438625265727708,2,Segura
Rua 6014,6,65.64063950801942,0.0,7,Muito Perigosa
Rua 6015,5,56.249193491380545,10.777677704874307,0,Segura
Rua 6016,9,54.12260928305629,0.0,4,Muito Perigosa
Rua 6017,10,4.998810276059739,23.21767164728282,10,Muito Perigosa
Rua 6018,3,22.00745394011313,0.0,7,Perigosa
Rua 6019,3,71.24288062378517,0.0,7,Perigosa
Rua 6020,5,50.844625797713064,0.0,6,Perigosa
